SEG_ID,START_POINT,END_POINT,COUNT
1995.0,POINT (464027.3 4436101.5),POINT (464076.4 4436107.6),1
1996.0,POINT (464128.5965800239 4436264.655284669),POINT (464059.06586582307 4436256.602496572),1
1998.0,POINT (464010 4436250.8),POINT (464059.1 4436256.6),1
1998.0,POINT (464059.06586582307 4436256.602496572),POINT (464009.96200850606 4436250.83855081),1
2001.0,POINT (464018.6 4436176.8),POINT (464067.7 4436182.1),1
2006.0,POINT (463845.1 4436286.7),POINT (463814.5 4436232.2),11
2009.0,POINT (463814.5 4436232.2),POINT (463713.3 4436220.7),11
2010.0,POINT (463713.3 4436220.7),POINT (463672.4 4436155.5),11
2017.0,POINT (463869 4436074.6),POINT (463789.9 4435999.1),2
2017.0,POINT (463869.0108950818 4436074.615264302),POINT (463789.90712563694 4435999.057631783),37
2018.0,POINT (463899.2 4436068.6),POINT (463866.8 4436100),1
2020.0,POINT (464006.7 4436081),POINT (463899.2 4436068.6),1
2022.0,POINT (464026.9 4436104.8),POINT (464006.7 4436081),1
2025.0,POINT (463876.97263843287 4436009.580410963),POINT (463918.2036534967 4435974.102950865),2
2031.0,POINT (464499.30041306745 4436127.4221311025),POINT (464510.1674389653 4436033.783947291),3
2036.0,POINT (464712.6 4436170.9),POINT (464715 4436148.3),4
2036.0,POINT (464715 4436148.3),POINT (464712.6 4436170.9),1
2037.0,POINT (464715 4436148.3),POINT (464720.9 4436099.3),1
2037.0,POINT (464715.04042105936 4436148.251679959),POINT (464720.90754073486 4436099.27111119),3
2037.0,POINT (464720.90754073486 4436099.27111119),POINT (464715.04042105936 4436148.251679959),1
2038.0,POINT (464757.6 4436059.4),POINT (464770.8 4436059.8),14
2038.0,POINT (464770.8 4436059.8),POINT (464757.6 4436059.4),26
2039.0,POINT (464720.9 4436099.3),POINT (464757.6 4436059.4),1
2039.0,POINT (464757.6 4436059.4),POINT (464720.9 4436099.3),2
2040.0,POINT (464770.8 4436059.8),POINT (464773.3 4436113),1
2040.0,POINT (464773.3 4436113),POINT (464770.8 4436059.8),1
2041.0,POINT (464827.1567041073 4436179.740315905),POINT (464773.2897071643 4436112.998428151),1
2043.0,POINT (464720.9 4436099.3),POINT (464694.5 4436055.1),2
2043.0,POINT (464720.90754073486 4436099.27111119),POINT (464694.52515056357 4436055.1353528),1
2046.0,POINT (464800.99452855624 4436217.149358144),POINT (464712.59515517857 4436170.875387536),1
2047.0,POINT (464708.2 4436208.2),POINT (464712.6 4436170.9),3
2047.0,POINT (464712.6 4436170.9),POINT (464708.2 4436208.2),1
2049.0,POINT (464704.5 4436240.5),POINT (464708.2 4436208.2),3
2049.0,POINT (464708.2 4436208.2),POINT (464704.5 4436240.5),1
2050.0,POINT (464701.4 4436266.4),POINT (464704.5 4436240.5),2
2050.0,POINT (464704.5 4436240.5),POINT (464701.4 4436266.4),1
2051.0,POINT (464700.6 4436273.4),POINT (464701.4 4436266.4),1
2051.0,POINT (464701.4 4436266.4),POINT (464700.6 4436273.4),1
2055.0,POINT (464621.2771714153 4436277.694446091),POINT (464700.62573918793 4436273.357948745),1
2056.0,POINT (464797.3317175731 4436250.554623093),POINT (464701.4351663869 4436266.422160804),1
2064.0,POINT (464608.5 4436256.3),POINT (464607.8 4436262.7),1
2067.0,POINT (464607.8 4436262.7),POINT (464621.3 4436277.7),1
2073.0,POINT (464625.1 4436245.1),POINT (464608.5 4436256.3),1
2074.0,POINT (464625.06520156655 4436245.05358788),POINT (464704.4574991306 4436240.524514895),1
2074.0,POINT (464704.4574991306 4436240.524514895),POINT (464625.06520156655 4436245.05358788),1
2087.0,POINT (465124.5 4437296.3),POINT (465166.7 4437255.4),5
2087.0,POINT (465124.54564672336 4437296.312027618),POINT (465166.6924019819 4437255.423178783),1
2087.0,POINT (465166.7 4437255.4),POINT (465124.5 4437296.3),5
2088.0,POINT (465166.7 4437255.4),POINT (465201.8 4437305.3),1
2089.0,POINT (465127.2 4437206),POINT (465166.7 4437255.4),1
2090.0,POINT (465166.7 4437255.4),POINT (465216.4 4437216.4),2
2090.0,POINT (465216.4 4437216.4),POINT (465166.7 4437255.4),7
2091.0,POINT (465127.2 4437206),POINT (465176.9 4437167.3),75
2093.0,POINT (465239.8 4437219.1),POINT (465276.1 4437179.7),2
2093.0,POINT (465276.1 4437179.7),POINT (465239.8 4437219.1),7
2097.0,POINT (465176.9 4437167.3),POINT (465218.4 4437126.5),3
2098.0,POINT (465149 4437117.8),POINT (465187.2 4437079),25
2098.0,POINT (465187.2 4437079),POINT (465149 4437117.8),7
2102.0,POINT (465245.8 4437129.4),POINT (465286.6 4437088.9),3
2102.0,POINT (465286.6 4437088.9),POINT (465245.8 4437129.4),11
2104.0,POINT (465227.5 4437040.1),POINT (465256.6 4437043.1),2
2104.0,POINT (465256.6 4437043.1),POINT (465227.5 4437040.1),7
2105.0,POINT (465187.2 4437079),POINT (465227.5 4437040.1),2
2105.0,POINT (465227.5 4437040.1),POINT (465187.2 4437079),7
2107.0,POINT (465256.6 4437043.1),POINT (465297.1 4436999),2
2107.0,POINT (465297.1 4436999),POINT (465256.6 4437043.1),7
2109.0,POINT (464974.58501824737 4436789.490712998),POINT (465168.27637066133 4436807.806423614),6
2110.0,POINT (465168.3 4436807.8),POINT (465205.4 4436811.8),6
2110.0,POINT (465205.4 4436811.8),POINT (465168.3 4436807.8),6
2111.0,POINT (465205.4 4436811.8),POINT (465254.1 4436817.5),6
2111.0,POINT (465254.1 4436817.5),POINT (465205.4 4436811.8),3
2112.0,POINT (465254.1 4436817.5),POINT (465282.3 4436820.7),4
2112.0,POINT (465282.3 4436820.7),POINT (465254.1 4436817.5),5
2113.0,POINT (465431.24872733187 4436837.901193906),POINT (465282.3293022234 4436820.653893625),5
2115.0,POINT (465282.3 4436820.7),POINT (465322.5 4436780),4
2116.0,POINT (465254.1 4436817.5),POINT (465223.2 4436768.5),8
2117.0,POINT (465212.8 4436857.9),POINT (465254.1 4436817.5),5
2117.0,POINT (465212.8269545892 4436857.890587496),POINT (465254.11474374123 4436817.5224299915),1
2117.0,POINT (465254.1 4436817.5),POINT (465212.8 4436857.9),2
2118.0,POINT (465081.7684369311 4436906.357587449),POINT (465205.44836249296 4436811.767668728),6
2121.0,POINT (465134.3403569246 4436758.227248533),POINT (465209.5432471102 4436457.5469942335),19
2122.0,POINT (465209.5 4436457.5),POINT (465237.9 4436461.1),19
2122.0,POINT (465237.9 4436461.1),POINT (465209.5 4436457.5),19
2123.0,POINT (465237.9 4436461.1),POINT (465294.7 4436467.8),19
2123.0,POINT (465294.7 4436467.8),POINT (465237.9 4436461.1),19
2124.0,POINT (465294.7 4436467.8),POINT (465321.8 4436470.6),3
2124.0,POINT (465321.8 4436470.6),POINT (465294.7 4436467.8),3
2125.0,POINT (465321.8 4436470.6),POINT (465352.5 4436521.8),2
2126.0,POINT (465321.8 4436470.6),POINT (465363.1 4436430.3),1
2126.0,POINT (465363.1 4436430.3),POINT (465321.8 4436470.6),3
2127.0,POINT (465253.4 4436508.1),POINT (465294.7 4436467.8),17
2127.0,POINT (465294.7 4436467.8),POINT (465253.4 4436508.1),1
2128.0,POINT (465263.6 4436420.1),POINT (465294.7 4436467.8),1
2128.0,POINT (465294.7 4436467.8),POINT (465263.6 4436420.1),17
2130.0,POINT (465133.4 4436445.9),POINT (465209.5 4436457.5),1
2130.0,POINT (465133.4432229614 4436445.914118877),POINT (465209.5432471102 4436457.5469942335),8
2130.0,POINT (465209.5 4436457.5),POINT (465133.4 4436445.9),3
2130.0,POINT (465209.5432471102 4436457.5469942335),POINT (465133.4432229614 4436445.914118877),6
2131.0,POINT (465012.7284348635 4436431.935887145),POINT (465133.4432229614 4436445.914118877),8
2132.0,POINT (465076.7635836201 4436346.158109596),POINT (465133.4432229614 4436445.914118877),2
2133.0,POINT (466689.8 4438130.4),POINT (466708.5 4438132.3),1
2134.0,POINT (466708.5 4438132.3),POINT (466747.7 4438136.9),1
2135.0,POINT (466747.7 4438136.9),POINT (466786.6 4438141.6),1
2138.0,POINT (466656.5369395623 4438077.318526033),POINT (466689.7771550594 4438130.3983452),1
2140.0,POINT (466753.5 4438087.1),POINT (466786.6 4438141.6),3
2142.0,POINT (466701.5 4438031.1),POINT (466718.6 4438032.9),3
2149.0,POINT (466726.3 4437832.5),POINT (466679.7 4437877.4),2
2158.0,POINT (466668.3 4437975.5),POINT (466701.5 4438031.1),3
2163.0,POINT (466718.6 4438032.9),POINT (466753.5 4438087.1),3
2164.0,POINT (466941 4437857.2),POINT (466975.1 4437911.3),7
2166.0,POINT (466821.2 4437843.7),POINT (466941 4437857.2),7
2169.0,POINT (466726.3 4437832.5),POINT (466743.7 4437834.6),8
2169.0,POINT (466743.7 4437834.6),POINT (466726.3 4437832.5),2
2170.0,POINT (466743.7 4437834.6),POINT (466821.2 4437843.7),8
2174.0,POINT (466691.2 4437778.4),POINT (466726.3 4437832.5),8
2175.0,POINT (466787.9 4437790.6),POINT (466743.7 4437834.6),2
2186.0,POINT (466228.306279012 4436875.9993716795),POINT (466002.4711767407 4436850.015770391),13
2187.0,POINT (466305.5 4436885.3),POINT (466228.3 4436876),13
2188.0,POINT (466305.5 4436885.3),POINT (466347.4 4436889.8),3
2188.0,POINT (466347.4 4436889.8),POINT (466305.5 4436885.3),19
2188.0,POINT (466347.4459113758 4436889.797687272),POINT (466305.46432391554 4436885.335546007),7
2189.0,POINT (466425.2 4436899.1),POINT (466347.4 4436889.8),26
2190.0,POINT (466653.0713886516 4436925.265029548),POINT (466425.1714424277 4436899.143335922),26
2191.0,POINT (466730.5 4436934.5),POINT (466653.1 4436925.3),4
2192.0,POINT (466750.3 4436936.6),POINT (466730.5 4436934.5),4
2193.0,POINT (466827.3 4436945.7),POINT (466750.3 4436936.6),4
2194.0,POINT (466846.3 4436947.6),POINT (466827.3 4436945.7),6
2195.0,POINT (466827.3 4436945.7),POINT (466782.8 4436989.4),1
2198.0,POINT (466827.3 4436945.7),POINT (466794.2 4436891.2),1
2200.0,POINT (466823.3 4437146.2),POINT (466804.2 4437144.3),3
2201.0,POINT (466897.4 4437155),POINT (466823.3 4437146.2),3
2202.0,POINT (466954.7 4437136.4),POINT (466897.4 4437155),6
2203.0,POINT (466897.4 4437155),POINT (466868.1 4437099.9),3
2206.0,POINT (466804.2 4437144.3),POINT (466771.6 4437086.3),1
2206.0,POINT (466804.2173898397 4437144.318877969),POINT (466771.55207448173 4437086.263679),2
2208.0,POINT (466738.3 4437033.2),POINT (466771.6 4437086.3),4
2208.0,POINT (466771.6 4437086.3),POINT (466738.3 4437033.2),3
2212.0,POINT (466686 4436978.2),POINT (466697.4 4436880),3
2213.0,POINT (466697.4 4436880),POINT (466700.7 4436851.9),3
2213.0,POINT (466700.7 4436851.9),POINT (466697.4 4436880),17
2214.0,POINT (466700.7 4436851.9),POINT (466749.9 4436806.7),3
2214.0,POINT (466749.9 4436806.7),POINT (466700.7 4436851.9),13
2215.0,POINT (466749.9 4436806.7),POINT (466764.4 4436808.1),6
2215.0,POINT (466764.4 4436808.1),POINT (466749.9 4436806.7),22
2216.0,POINT (466842.2 4436817.4),POINT (466764.4 4436808.1),18
2217.0,POINT (466861.3 4436819.3),POINT (466842.2 4436817.4),18
2219.0,POINT (466639.8 4437021.9),POINT (466686 4436978.2),3
2220.0,POINT (466719.3 4437031.3),POINT (466686 4436978.2),3
2223.0,POINT (466697.4 4436880),POINT (466653.1 4436925.3),17
2224.0,POINT (466686 4436978.2),POINT (466653.1 4436925.3),3
2227.0,POINT (466391.9 4436846.1),POINT (466425.2 4436899.1),2
2228.0,POINT (466391.9268452581 4436846.060156997),POINT (466413.6726341415 4436658.681797981),3
2228.0,POINT (466413.7 4436658.7),POINT (466391.9 4436846.1),2
2229.0,POINT (466413.6726341415 4436658.681797981),POINT (466444.2378102802 4436564.68937248),2
2229.0,POINT (466444.2378102802 4436564.68937248),POINT (466413.6726341415 4436658.681797981),1
2230.0,POINT (466444.2 4436564.7),POINT (466510.4 4436475.2),1
2230.0,POINT (466510.42443920113 4436475.241205953),POINT (466444.2378102802 4436564.68937248),4
2231.0,POINT (466444.2 4436564.7),POINT (466479.9 4436623.8),1
2231.0,POINT (466444.2378102802 4436564.68937248),POINT (466479.8975799326 4436623.818572918),2
2231.0,POINT (466479.8975799326 4436623.818572918),POINT (466444.2378102802 4436564.68937248),2
2231.0,POINT (466479.9 4436623.8),POINT (466444.2 4436564.7),1
2232.0,POINT (466479.9 4436623.8),POINT (466482.4 4436625.6),6
2232.0,POINT (466482.4 4436625.6),POINT (466479.9 4436623.8),5
2233.0,POINT (466482.4 4436625.6),POINT (466485.1 4436627.7),6
2233.0,POINT (466485.1 4436627.7),POINT (466482.4 4436625.6),5
2234.0,POINT (466485.1 4436627.7),POINT (466517.6 4436651.6),4
2234.0,POINT (466485.12406064477 4436627.702424912),POINT (466517.56790021714 4436651.564708898),2
2234.0,POINT (466517.56790021714 4436651.564708898),POINT (466485.12406064477 4436627.702424912),1
2234.0,POINT (466517.6 4436651.6),POINT (466485.1 4436627.7),4
2235.0,POINT (466517.6 4436651.6),POINT (466560.2 4436683.5),5
2235.0,POINT (466560.2 4436683.5),POINT (466517.6 4436651.6),4
2236.0,POINT (466560.17144922167 4436683.468764722),POINT (466593.79141241126 4436708.451206341),2
2236.0,POINT (466560.2 4436683.5),POINT (466593.8 4436708.5),3
2236.0,POINT (466593.8 4436708.5),POINT (466560.2 4436683.5),4
2237.0,POINT (466593.8 4436708.5),POINT (466596.6 4436710.5),6
2237.0,POINT (466596.6 4436710.5),POINT (466593.8 4436708.5),4
2238.0,POINT (466596.562795328 4436710.510575399),POINT (466626.6895173378 4436732.897246955),1
2238.0,POINT (466596.6 4436710.5),POINT (466626.7 4436732.9),4
2238.0,POINT (466626.6895173378 4436732.897246955),POINT (466596.562795328 4436710.510575399),1
2238.0,POINT (466626.7 4436732.9),POINT (466596.6 4436710.5),4
2239.0,POINT (466626.7 4436732.9),POINT (466671.3 4436766.1),4
2239.0,POINT (466671.3 4436766.1),POINT (466626.7 4436732.9),5
2240.0,POINT (466671.3 4436766.1),POINT (466693.8 4436783.1),7
2240.0,POINT (466693.8 4436783.1),POINT (466671.3 4436766.1),9
2241.0,POINT (466693.8 4436783.1),POINT (466749.9 4436806.7),3
2241.0,POINT (466749.9 4436806.7),POINT (466693.8 4436783.1),9
2245.0,POINT (466764.4 4436808.1),POINT (466808.9 4436764.3),6
2245.0,POINT (466808.9 4436764.3),POINT (466764.4 4436808.1),4
2246.0,POINT (466693.8 4436783.1),POINT (466700.7 4436851.9),4
2247.0,POINT (466413.6726341415 4436658.681797981),POINT (466479.8975799326 4436623.818572918),5
2247.0,POINT (466479.9 4436623.8),POINT (466413.7 4436658.7),2
2249.0,POINT (466482.3527843356 4436625.642957153),POINT (466513.2317407187 4436586.97525204),1
2249.0,POINT (466513.2317407187 4436586.97525204),POINT (466482.3527843356 4436625.642957153),1
2250.0,POINT (466565.718515411 4436516.32942147),POINT (466513.2317407187 4436586.97525204),1
2252.0,POINT (466624.7 4436669.8),POINT (466677.2 4436599.1),1
2252.0,POINT (466677.1572009744 4436599.137647251),POINT (466624.6704968633 4436669.783598851),1
2253.0,POINT (466666.5 4436729.9),POINT (466732.7 4436640.4),4
2253.0,POINT (466666.54807803873 4436729.8847303),POINT (466732.73473770637 4436640.436379988),1
2253.0,POINT (466732.7 4436640.4),POINT (466666.5 4436729.9),1
2253.0,POINT (466732.73473770637 4436640.436379988),POINT (466666.54807803873 4436729.8847303),2
2254.0,POINT (466666.5 4436729.9),POINT (466671.3 4436766.1),3
2254.0,POINT (466671.3 4436766.1),POINT (466666.5 4436729.9),4
2255.0,POINT (466626.7 4436732.9),POINT (466666.5 4436729.9),1
2256.0,POINT (466596.562795328 4436710.510575399),POINT (466624.6704968633 4436669.783598851),1
2256.0,POINT (466596.6 4436710.5),POINT (466624.7 4436669.8),1
2257.0,POINT (466624.6704968633 4436669.783598851),POINT (466593.79141241126 4436708.451206341),1
2272.0,POINT (466002.5 4436850),POINT (465956.3 4436893.7),1
2273.0,POINT (465922.4 4436840.7),POINT (465956.3 4436893.7),3
2274.0,POINT (465967.7 4436795.5),POINT (465922.4 4436840.7),1
2275.0,POINT (466261.6 4436929.1),POINT (466272.8 4436832.3),2
2275.0,POINT (466272.8 4436832.3),POINT (466261.6 4436929.1),1
2276.0,POINT (466272.78725668695 4436832.261813952),POINT (466295.5311494218 4436636.282851329),15
2276.0,POINT (466295.5311494218 4436636.282851329),POINT (466272.78725668695 4436832.261813952),1
2277.0,POINT (466284.9961601291 4436542.824277354),POINT (466295.5311494218 4436636.282851329),3
2277.0,POINT (466295.5311494218 4436636.282851329),POINT (466284.9961601291 4436542.824277354),5
2278.0,POINT (466285 4436542.8),POINT (466249.4 4436590.9),2
2279.0,POINT (466295.5 4436636.3),POINT (466249.4 4436590.9),9
2279.0,POINT (466295.5311494218 4436636.282851329),POINT (466249.3551864503 4436590.916894196),6
2280.0,POINT (466242.3604874704 4436444.1947813295),POINT (466284.9961601291 4436542.824277354),5
2281.0,POINT (466178.7986001931 4436471.695209956),POINT (466213.7133279778 4436552.463888751),2
2282.0,POINT (466213.7 4436552.5),POINT (466234.9 4436597.2),1
2282.0,POINT (466213.7133279778 4436552.463888751),POINT (466234.91725111846 4436597.163615568),1
2282.0,POINT (466234.9 4436597.2),POINT (466213.7 4436552.5),3
2284.0,POINT (466234.9 4436597.2),POINT (466249.4 4436590.9),2
2284.0,POINT (466249.4 4436590.9),POINT (466234.9 4436597.2),17
2285.0,POINT (466234.9 4436597.2),POINT (466231.7 4436598.5),14
2286.0,POINT (466231.7 4436598.5),POINT (466193.1 4436615.1),12
2286.0,POINT (466231.74764215853 4436598.534904519),POINT (466193.06138894055 4436615.099752957),2
2287.0,POINT (466193.1 4436615.1),POINT (466169.4 4436625.5),12
2288.0,POINT (466169.4 4436625.5),POINT (466166.2 4436626.9),11
2289.0,POINT (466147.7 4436634.9),POINT (466166.2 4436626.9),1
2289.0,POINT (466166.2 4436626.9),POINT (466147.7 4436634.9),13
2290.0,POINT (466107.8 4436652.2),POINT (466147.7 4436634.9),2
2290.0,POINT (466147.7 4436634.9),POINT (466107.8 4436652.2),13
2290.0,POINT (466147.71100804023 4436634.893861543),POINT (466107.7933278568 4436652.164486829),5
2291.0,POINT (466103.4 4436654.1),POINT (466107.8 4436652.2),2
2291.0,POINT (466107.8 4436652.2),POINT (466103.4 4436654.1),16
2292.0,POINT (466065.9 4436670.1),POINT (466103.4 4436654.1),3
2292.0,POINT (466065.93750886805 4436670.100737277),POINT (466103.3849784937 4436654.0718877),1
2292.0,POINT (466103.3849784937 4436654.0718877),POINT (466065.93750886805 4436670.100737277),4
2292.0,POINT (466103.4 4436654.1),POINT (466065.9 4436670.1),13
2293.0,POINT (466021.8 4436689.2),POINT (466065.9 4436670.1),4
2293.0,POINT (466065.9 4436670.1),POINT (466021.8 4436689.2),16
2294.0,POINT (465993.2 4436702.4),POINT (466021.8 4436689.2),5
2294.0,POINT (465993.22554262076 4436702.414339328),POINT (466021.8453862574 4436689.154263681),1
2294.0,POINT (466021.8 4436689.2),POINT (465993.2 4436702.4),17
2294.0,POINT (466021.8453862574 4436689.154263681),POINT (465993.22554262076 4436702.414339328),1
2295.0,POINT (465939.1 4436712.8),POINT (465993.2 4436702.4),5
2295.0,POINT (465993.2 4436702.4),POINT (465939.1 4436712.8),16
2296.0,POINT (465918 4436710.4),POINT (465939.1 4436712.8),6
2296.0,POINT (465939.1 4436712.8),POINT (465918 4436710.4),21
2297.0,POINT (465839.3 4436701.3),POINT (465918 4436710.4),3
2297.0,POINT (465918 4436710.4),POINT (465839.3 4436701.3),10
2298.0,POINT (465820.9 4436699.4),POINT (465839.3 4436701.3),4
2298.0,POINT (465839.3 4436701.3),POINT (465820.9 4436699.4),23
2299.0,POINT (465820.9 4436699.4),POINT (465776.5 4436751.3),9
2300.0,POINT (465788.7568763895 4436646.380171407),POINT (465820.93207475916 4436699.445674194),2
2300.0,POINT (465788.8 4436646.4),POINT (465820.9 4436699.4),2
2300.0,POINT (465820.9 4436699.4),POINT (465788.8 4436646.4),11
2300.0,POINT (465820.93207475916 4436699.445674194),POINT (465788.7568763895 4436646.380171407),3
2301.0,POINT (465885.6 4436657.6),POINT (465839.3 4436701.3),9
2302.0,POINT (465885.6 4436657.6),POINT (465918 4436710.4),3
2302.0,POINT (465918 4436710.4),POINT (465885.6 4436657.6),11
2304.0,POINT (465839.3 4436701.3),POINT (465874.3 4436754.4),1
2304.0,POINT (465874.3 4436754.4),POINT (465839.3 4436701.3),4
2305.0,POINT (465939.1 4436712.8),POINT (465970.9 4436767.2),1
2305.0,POINT (465970.9 4436767.2),POINT (465939.1 4436712.8),5
2306.0,POINT (465970.9 4436767.2),POINT (465993.2 4436702.4),1
2306.0,POINT (465993.2 4436702.4),POINT (465970.9 4436767.2),2
2307.0,POINT (465967.7 4436795.5),POINT (465970.9 4436767.2),6
2307.0,POINT (465970.9 4436767.2),POINT (465967.7 4436795.5),3
2308.0,POINT (466021.8 4436689.2),POINT (466030.7 4436652.8),2
2308.0,POINT (466030.7 4436652.8),POINT (466021.8 4436689.2),2
2309.0,POINT (465988.1 4436554.2),POINT (466030.7 4436652.8),2
2309.0,POINT (466030.7483535418 4436652.826065719),POINT (465988.1126788212 4436554.19650952),2
2310.0,POINT (466065.9 4436670.1),POINT (466030.7 4436652.8),1
2311.0,POINT (466146.0188635262 4436748.345783327),POINT (466124.5888547944 4436698.77153944),1
2312.0,POINT (466208.86331486143 4436721.155691905),POINT (466187.43347504176 4436671.581497453),2
2313.0,POINT (466107.8 4436652.2),POINT (466124.6 4436698.8),1
2313.0,POINT (466124.5888547944 4436698.77153944),POINT (466107.7933278568 4436652.164486829),1
2314.0,POINT (466086.6 4436607.5),POINT (466107.8 4436652.2),1
2314.0,POINT (466107.7933278568 4436652.164486829),POINT (466086.5894754706 4436607.464685908),1
2314.0,POINT (466107.8 4436652.2),POINT (466086.6 4436607.5),2
2315.0,POINT (466086.6 4436607.5),POINT (466103.4 4436654.1),2
2315.0,POINT (466103.3849784937 4436654.0718877),POINT (466086.5894754706 4436607.464685908),1
2315.0,POINT (466103.4 4436654.1),POINT (466086.6 4436607.5),1
2316.0,POINT (466103.4 4436654.1),POINT (466124.6 4436698.8),1
2317.0,POINT (466051.6747387592 4436526.696129339),POINT (466086.5894754706 4436607.464685908),3
2317.0,POINT (466086.6 4436607.5),POINT (466051.7 4436526.7),1
2318.0,POINT (466115.2 4436499.2),POINT (466157.9 4436597.8),1
2318.0,POINT (466115.2366553806 4436499.195622416),POINT (466157.8722439911 4436597.825204387),3
2318.0,POINT (466157.8722439911 4436597.825204387),POINT (466115.2366553806 4436499.195622416),1
2318.0,POINT (466157.9 4436597.8),POINT (466115.2 4436499.2),1
2319.0,POINT (466169.4 4436625.5),POINT (466187.4 4436671.6),1
2320.0,POINT (466166.2 4436626.9),POINT (466187.4 4436671.6),1
2320.0,POINT (466187.4 4436671.6),POINT (466166.2 4436626.9),2
2321.0,POINT (466147.7 4436634.9),POINT (466157.9 4436597.8),1
2321.0,POINT (466157.9 4436597.8),POINT (466147.7 4436634.9),4
2322.0,POINT (466193.06138894055 4436615.099752957),POINT (466157.8722439911 4436597.825204387),1
2322.0,POINT (466193.1 4436615.1),POINT (466157.9 4436597.8),2
2323.0,POINT (466305.5 4436885.3),POINT (466272.8 4436832.3),13
2324.0,POINT (466261.6 4436929.1),POINT (466305.5 4436885.3),3
2328.0,POINT (466215.3 4436972.8),POINT (466261.6 4436929.1),5
2328.0,POINT (466261.6 4436929.1),POINT (466215.3 4436972.8),1
2331.0,POINT (466347.4 4436889.8),POINT (466391.9 4436846.1),3
2333.0,POINT (466895.3 4436805.7),POINT (466861.3 4436819.3),18
2334.0,POINT (466930.5 4436760.1),POINT (466895.3 4436805.7),18
2336.0,POINT (466930.5 4436760.1),POINT (466897.4 4436846.8),4
2337.0,POINT (467007.86442587525 4436655.701155873),POINT (466930.48292944673 4436760.099439485),22
2338.0,POINT (467158.72284418344 4436329.40898557),POINT (467007.86442587525 4436655.701155873),155
2348.0,POINT (466797.1 4436387.5),POINT (466856.7 4436352.9),7
2351.0,POINT (466862.3 4436657.8),POINT (466816.2 4436701.5),1
2352.0,POINT (466862.2804344278 4436657.760496141),POINT (466827.44373610336 4436604.660086578),32
2352.0,POINT (466862.3 4436657.8),POINT (466827.4 4436604.7),96
2353.0,POINT (466879.8 4436659.6),POINT (466862.3 4436657.8),128
2354.0,POINT (466913 4436712.7),POINT (466879.8 4436659.6),1
2355.0,POINT (466958.8 4436668.9),POINT (466879.8 4436659.6),123
2355.0,POINT (466958.8467414789 4436668.9304421265),POINT (466879.7627873691 4436659.599398594),3
2356.0,POINT (466924.2 4436616.1),POINT (466879.8 4436659.6),1
2357.0,POINT (466958.8 4436668.9),POINT (466924.2 4436616.1),7
2358.0,POINT (467007.86442587525 4436655.701155873),POINT (466958.8467414789 4436668.9304421265),11
2358.0,POINT (467007.9 4436655.7),POINT (466958.8 4436668.9),122
2362.0,POINT (467132.1803088635 4436027.19897682),POINT (467074.317198148 4436105.649291489),21
2365.0,POINT (467177.8486434389 4436167.431648457),POINT (467107.10005500074 4435794.423230452),11
2367.0,POINT (467107.10005500074 4435794.423230452),POINT (467041.8228480434 4435602.72228873),11
2368.0,POINT (467041.8 4435602.7),POINT (467006.7 4435558.4),4
2368.0,POINT (467041.8228480434 4435602.72228873),POINT (467006.7195386877 4435558.401579304),1
2369.0,POINT (466944 4435600.2),POINT (466988.5 4435556.5),5
2372.0,POINT (466944 4435600.2),POINT (466909 4435547.1),42
2375.0,POINT (466922.8 4435450.6),POINT (466966.5 4435406.6),1
2376.0,POINT (466922.8 4435450.6),POINT (466955.3 4435503.4),1
2377.0,POINT (466661.1 4436221.2),POINT (466664.7 4436234.8),12
2377.0,POINT (466664.7 4436234.8),POINT (466661.1 4436221.2),5
2378.0,POINT (466686.6 4436181.2),POINT (466661.1 4436221.2),4
2379.0,POINT (466686.6 4436181.2),POINT (466655.8 4436128.9),3
2380.0,POINT (466700.2 4436085.1),POINT (466655.8 4436128.9),1
2381.0,POINT (466846.370270228 4436101.999725465),POINT (466700.24989515916 4436085.141013827),5
2382.0,POINT (466924.1 4436111.1),POINT (466846.4 4436102),2
2383.0,POINT (466924.1 4436111.1),POINT (466943.2 4436112.9),2
2383.0,POINT (466943.2 4436112.9),POINT (466924.1 4436111.1),19
2384.0,POINT (467017 4436121.7),POINT (466943.2 4436112.9),19
2385.0,POINT (467037 4436124),POINT (467017 4436121.7),21
2387.0,POINT (467074.3 4436105.6),POINT (467037 4436124),21
2388.0,POINT (466700.2 4436085.1),POINT (466667 4436032.1),3
2388.0,POINT (466700.24989515916 4436085.141013827),POINT (466667.0026578279 4436032.057854727),1
2389.0,POINT (466836.2057293011 4436198.838207843),POINT (466686.62259056605 4436181.17336759),7
2397.0,POINT (466868.4 4436251.6),POINT (466836.2 4436198.8),7
2400.0,POINT (466943.2 4436112.9),POINT (466976.5 4436165.6),1
2400.0,POINT (466976.5 4436165.6),POINT (466943.2 4436112.9),7
2401.0,POINT (466943.2 4436112.9),POINT (466987.7 4436069.2),9
2401.0,POINT (466987.7 4436069.2),POINT (466943.2 4436112.9),1
2402.0,POINT (467017 4436121.7),POINT (466987.7 4436069.2),2
2403.0,POINT (466879.7 4436154.8),POINT (466924.1 4436111.1),2
2404.0,POINT (466924.1 4436111.1),POINT (466890.9 4436058),17
2406.0,POINT (466879.7 4436154.8),POINT (466846.4 4436102),3
2409.0,POINT (466678.3 4435934.5),POINT (466705.7 4435911.6),1
2411.0,POINT (466661.1 4435870),POINT (466689 4435842.4),1
